X,Y,Z,EDA,HR,TEMP,id,datetime,label
-31.0,0.0,56.0,0.290775,79.78,28.95,5C,2020-06-23 18:58:03.468750080,0.0
5.0,57.0,29.0,0.390688,68.83,29.25,5C,2020-06-23 19:37:37.968750080,0.0
-63.0,-4.0,-13.0,5.106115,96.65,33.47,15,2020-07-21 13:23:35.187500032,0.0
-22.0,-44.0,127.0,20.038919,86.58,36.55,5C,2020-04-14 22:34:52.750000128,1.0
-22.0,-43.0,127.0,20.418732,75.92,36.59,5C,2020-04-14 22:37:10.468750080,1.0
-22.0,-19.0,57.0,0.159114,106.02,29.65,5C,2020-06-24 14:24:05.624999936,2.0
-40.0,-28.0,41.0,0.403498,74.13,28.59,5C,2020-06-23 20:40:01.562500096,0.0
-59.0,-24.0,127.0,9.699205,78.85,35.15,5C,2020-04-14 22:50:38.687500032,1.0
-64.0,-6.0,1.0,0.304865,88.97,28.53,5C,2020-06-23 20:16:28.624999936,0.0
-26.0,-54.0,20.0,0.09992,82.63,29.37,5C,2020-06-24 14:53:54.875000064,2.0
-21.0,-43.0,127.0,21.945728,82.52,36.49,5C,2020-04-14 22:31:03.968750080,1.0
-71.0,6.0,20.0,0.266437,100.88,28.73,5C,2020-06-23 18:42:20.656250112,0.0
-75.0,14.0,26.0,0.33945,77.12,28.71,5C,2020-06-23 20:42:29.312499968,0.0
-23.0,-4.0,59.0,0.425274,72.1,28.87,5C,2020-06-23 17:57:37.968750080,1.0
-25.0,5.0,59.0,0.350979,76.0,28.39,5C,2020-06-23 20:14:43.031249920,0.0
-61.0,11.0,21.0,0.187296,94.15,30.35,5C,2020-06-24 14:12:11.687500032,2.0
-35.0,4.0,53.0,0.390688,81.0,28.35,5C,2020-06-23 20:36:48.343749888,0.0
-34.0,-53.0,5.0,0.184734,105.12,30.31,5C,2020-06-24 14:10:24.875000064,2.0
-64.0,8.0,127.0,9.756851,109.08,34.99,5C,2020-04-14 22:52:09.906249984,1.0
-1.0,-7.0,63.0,0.512799,80.38,32.11,15,2020-07-21 16:24:27.687500032,2.0
-32.0,-32.0,45.0,4.030124,86.25,34.07,15,2020-07-22 20:39:45.500000000,2.0
-46.0,5.0,44.0,4.516986,92.58,32.75,15,2020-07-08 13:15:24.249999872,2.0
-35.0,11.0,52.0,0.456017,71.4,28.57,5C,2020-06-23 20:30:19.468750080,0.0
-21.0,-51.0,15.0,0.374036,104.0,29.07,5C,2020-06-23 19:25:11.468750080,0.0
-27.0,-13.0,58.0,0.297215,75.33,30.35,5C,2020-05-08 22:11:32.531249920,1.0
-14.0,-2.0,62.0,0.47395,68.22,29.15,5C,2020-06-23 19:11:02.843749888,0.0
-27.0,-1.0,64.0,0.326641,70.67,29.27,5C,2020-06-23 18:05:54.062500096,1.0
-41.0,-20.0,45.0,3.27543,78.95,33.81,15,2020-07-08 13:47:17.718749952,2.0
-63.0,13.0,6.0,0.14988,85.97,28.27,5C,2020-06-24 15:31:35.531249920,2.0
-64.0,1.0,12.0,0.391969,79.37,29.11,5C,2020-06-23 19:06:43.562500096,0.0
-22.0,-1.0,60.0,0.39325,61.62,29.07,5C,2020-06-23 19:17:11.781250048,0.0
-31.0,-30.0,49.0,0.196263,93.48,30.03,5C,2020-06-24 14:15:32.656250112,2.0
-2.0,60.0,23.0,0.381722,74.68,29.15,5C,2020-06-23 17:55:12.562500096,1.0
-25.0,4.0,58.0,0.267718,116.12,28.41,5C,2020-06-23 20:09:42.718749952,0.0
1.0,60.0,22.0,0.376598,74.83,29.09,5C,2020-06-23 17:55:11.343749888,1.0
-32.0,20.0,52.0,2.555465,76.97,32.5,15,2020-07-31 20:10:41.781250048,2.0
-55.0,13.0,29.0,0.308708,78.73,29.01,5C,2020-06-23 19:35:15.718749952,0.0
-56.0,11.0,29.0,0.330484,68.95,29.21,5C,2020-06-23 19:38:29.031249920,0.0
-64.0,9.0,2.0,0.192142,69.85,28.61,5C,2020-06-23 20:07:48.781250048,0.0
-58.0,-4.0,34.0,2.28881,75.48,33.03,15,2020-07-22 21:26:59.406249984,2.0
-48.0,5.0,42.0,0.326641,89.92,28.77,5C,2020-06-23 18:35:46.124999936,0.0
-12.0,57.0,27.0,6.079696,88.63,31.57,15,2020-07-08 14:03:55.249999872,2.0
-21.0,-1.0,60.0,0.484197,84.4,28.49,5C,2020-06-23 20:38:30.875000064,0.0
-4.0,-22.0,59.0,0.152709,107.12,30.17,5C,2020-06-24 14:07:44.906249984,2.0
-17.0,-2.0,61.0,0.454736,67.25,29.11,5C,2020-06-23 19:10:38.468750080,0.0
51.0,-30.0,127.0,15.056149,103.45,35.59,5C,2020-04-14 22:47:15.187500032,1.0
-30.0,54.0,19.0,0.320275,85.67,30.77,5C,2020-05-08 22:23:31.375000064,1.0
-14.0,12.0,61.0,0.327922,64.42,28.99,5C,2020-06-23 19:00:38.624999936,0.0
16.0,60.0,14.0,0.340731,70.43,29.21,5C,2020-06-23 18:02:54.968750080,1.0
-65.0,-9.0,31.0,2.856516,97.85,33.41,15,2020-07-22 21:32:18.562500096,2.0
-63.0,5.0,10.0,0.21648,101.93,28.87,5C,2020-06-23 19:58:51.750000128,0.0
-34.0,-3.0,54.0,0.324079,72.4,29.07,5C,2020-06-23 19:53:06.156250112,0.0
-48.0,-44.0,-6.0,0.148865,109.58,30.05,5C,2020-06-24 14:13:48.187500032,2.0
-8.0,-63.0,-3.0,0.247252,85.93,30.65,5C,2020-05-08 22:18:52.656250112,1.0
-40.0,1.0,49.0,9.458714,81.27,31.67,15,2020-07-24 13:13:47.968750080,2.0
-16.0,-2.0,61.0,0.467545,76.85,29.17,5C,2020-06-23 19:11:37.124999936,0.0
-16.0,55.0,31.0,4.918711,81.65,34.16,15,2020-07-08 13:41:49.062500096,2.0
-10.0,59.0,43.0,3.406808,94.25,34.34,15,2020-07-22 21:15:08.500000000,2.0
-27.0,-21.0,3.0,0.256189,77.07,29.01,5C,2020-06-23 18:56:56.875000064,0.0
-65.0,6.0,2.0,0.073281,83.35,28.93,5C,2020-06-23 19:42:50.124999936,0.0
48.0,21.0,127.0,16.730085,92.98,36.53,5C,2020-04-14 22:44:19.437499904,1.0
-44.0,-3.0,46.0,2.091819,82.1,34.18,15,2020-07-08 13:31:49.406249984,2.0
-32.0,-55.0,-1.0,0.289494,71.35,28.49,5C,2020-06-23 21:00:48.718749952,0.0
-26.0,-64.0,-10.0,6.752054,99.43,31.17,15,2020-07-08 14:03:00.968750080,2.0
-31.0,-34.0,44.0,2.963494,73.03,34.87,15,2020-07-22 21:10:06.781250048,2.0
-56.0,-25.0,-16.0,0.293372,83.2,30.71,5C,2020-05-08 22:20:05.562500096,1.0
-24.0,11.0,58.0,0.358665,83.87,28.47,5C,2020-06-23 20:32:59.375000064,0.0
-15.0,-4.0,62.0,0.377879,67.6,28.99,5C,2020-06-23 19:13:43.343749888,0.0
-15.0,-3.0,62.0,0.356103,65.2,29.01,5C,2020-06-23 19:16:27.687500032,0.0
-22.0,2.0,60.0,0.261313,71.18,28.99,5C,2020-06-23 19:46:50.406249984,0.0
-35.0,0.0,54.0,0.297179,74.32,28.95,5C,2020-06-23 18:58:19.968750080,0.0
-64.0,15.0,6.0,0.290775,76.17,29.13,5C,2020-06-23 18:00:44.531249920,1.0
-31.0,-31.0,47.0,2.91161,72.65,34.87,15,2020-07-22 21:10:09.968750080,2.0
-11.0,55.0,38.0,2.645587,85.45,34.37,15,2020-07-08 13:36:57.000000000,2.0
-64.0,6.0,1.0,0.234413,79.82,28.67,5C,2020-06-23 20:20:33.062500096,0.0
-61.0,5.0,21.0,0.343293,71.92,29.09,5C,2020-06-23 17:55:51.875000064,1.0
-45.0,7.0,45.0,0.131945,73.5,29.33,5C,2020-06-24 15:00:46.062500096,2.0
-30.0,14.0,54.0,1.743045,83.83,32.31,15,2020-07-31 20:02:49.718749952,2.0
-56.0,12.0,27.0,0.489321,106.87,28.85,5C,2020-06-23 20:51:17.593750016,0.0
-22.0,-4.0,60.0,0.417588,68.18,28.69,5C,2020-06-23 17:53:59.750000128,1.0
-27.0,-49.0,29.0,0.19857,75.25,30.39,5C,2020-05-08 22:11:43.187500032,1.0
-62.0,4.0,19.0,0.350979,73.47,29.09,5C,2020-06-23 17:55:57.531249920,1.0
-29.0,3.0,57.0,0.177048,111.67,29.35,5C,2020-06-24 14:28:44.468750080,2.0
19.0,60.0,9.0,0.297179,74.92,29.25,5C,2020-06-23 18:05:04.249999872,1.0
-5.0,-6.0,63.0,0.436802,82.47,28.49,5C,2020-06-23 20:36:27.187500032,0.0
6.0,62.0,127.0,11.877606,125.58,35.5,5C,2020-04-14 22:48:33.281250048,1.0
-59.0,3.0,14.0,3.865497,102.62,34.87,15,2020-07-22 20:35:12.156250112,2.0
-63.0,16.0,6.0,0.114011,91.77,28.21,5C,2020-06-24 15:26:28.406249984,2.0
50.0,-29.0,127.0,18.632107,90.92,36.55,5C,2020-04-14 22:44:28.375000064,1.0
-64.0,8.0,7.0,0.228008,71.75,28.99,5C,2020-06-23 19:46:59.062500096,0.0
-18.0,25.0,50.0,0.171667,76.88,30.37,5C,2020-05-08 22:10:45.843749888,1.0
-74.0,21.0,-20.0,0.499986,88.67,32.34,15,2020-07-21 16:30:54.218749952,2.0
-63.0,1.0,17.0,4.394,81.28,34.09,15,2020-07-22 20:40:17.718749952,2.0
-28.0,-20.0,-63.0,2.450359,84.35,33.99,15,2020-07-22 21:17:33.656250112,2.0
-52.0,-4.0,38.0,3.500339,72.47,35.23,15,2020-07-22 20:54:20.687500032,2.0
-14.0,-4.0,62.0,0.377879,66.6,28.97,5C,2020-06-23 19:13:51.718749952,0.0
-52.0,-19.0,37.0,4.197445,74.8,32.93,15,2020-07-08 13:11:06.249999872,2.0
-32.0,-22.0,51.0,1.565328,79.42,34.45,15,2020-07-08 13:36:25.187500032,2.0
-60.0,-8.0,17.0,2.414373,75.32,33.11,15,2020-07-22 21:25:51.718749952,2.0
-62.0,15.0,9.0,0.253642,91.07,30.87,5C,2020-06-24 14:00:49.031249920,2.0
-56.0,-14.0,127.0,6.338406,116.35,35.63,5C,2020-04-14 22:55:11.218749952,1.0
-26.0,7.0,60.0,0.191139,85.42,30.27,5C,2020-06-24 14:09:34.343749888,2.0
-62.0,13.0,13.0,0.253642,87.43,30.87,5C,2020-06-24 14:00:39.593750016,2.0
-43.0,15.0,45.0,0.409902,85.28,28.57,5C,2020-06-23 20:55:49.124999936,0.0
-60.0,-16.0,-18.0,0.432959,67.1,29.17,5C,2020-06-23 19:51:11.093750016,0.0
-18.0,-2.0,61.0,0.425274,65.2,28.83,5C,2020-06-23 17:58:17.281250048,1.0
-25.0,-57.0,-12.0,0.178073,77.22,30.55,5C,2020-05-08 22:17:11.656250112,1.0
-64.0,0.0,11.0,0.281808,70.42,28.75,5C,2020-06-23 18:40:55.937499904,0.0
-54.0,36.0,5.0,0.190884,78.3,31.03,5C,2020-05-08 22:29:29.187500032,1.0
-33.0,-1.0,54.0,0.311307,75.82,30.37,5C,2020-05-08 22:11:28.031249920,1.0
20.0,59.0,16.0,0.214198,85.85,29.47,5C,2020-06-24 14:41:31.093750016,2.0
-24.0,-55.0,20.0,0.073018,85.13,29.09,5C,2020-06-24 14:55:28.531249920,2.0
-30.0,-1.0,56.0,0.347136,76.77,29.23,5C,2020-06-23 18:02:04.156250112,1.0
-35.0,-6.0,53.0,5.062187,111.23,34.34,15,2020-07-22 20:48:52.468750080,2.0
-36.0,-53.0,-7.0,0.365069,99.83,28.97,5C,2020-06-23 19:25:25.843749888,0.0
-9.0,-52.0,127.0,9.462108,116.48,35.41,5C,2020-04-14 22:49:19.687500032,1.0
-64.0,0.0,-11.0,0.074299,83.0,29.45,5C,2020-06-24 14:57:18.312499968,2.0
16.0,60.0,13.0,0.342012,69.13,29.23,5C,2020-06-23 18:03:01.124999936,1.0
-40.0,4.0,51.0,0.165519,108.68,29.67,5C,2020-06-24 14:18:51.218749952,2.0
-55.0,-6.0,35.0,0.461546,82.2,32.31,15,2020-07-21 16:21:46.968750080,2.0
51.0,-31.0,127.0,16.067486,102.72,35.77,5C,2020-04-14 22:46:24.000000000,1.0
-64.0,-5.0,5.0,0.365069,59.42,28.57,5C,2020-06-23 20:29:19.031249920,0.0
-21.0,8.0,58.0,0.0,77.07,30.71,5C,2020-05-08 22:21:27.656250112,1.0
-3.0,53.0,36.0,9.827782,90.73,31.75,15,2020-07-24 13:14:42.937499904,2.0
-12.0,-9.0,66.0,0.324079,87.72,28.47,5C,2020-06-23 20:32:22.187500032,0.0
-38.0,15.0,50.0,0.458578,89.95,28.55,5C,2020-06-23 20:30:41.312499968,0.0
7.0,-36.0,51.0,0.430398,61.13,29.09,5C,2020-06-23 19:50:55.656250112,0.0
-24.0,-55.0,21.0,0.07558,85.48,29.07,5C,2020-06-24 14:55:20.656250112,2.0
-18.0,-1.0,61.0,0.376598,77.22,28.97,5C,2020-06-23 19:02:59.187500032,0.0
-22.0,-5.0,60.0,0.394531,73.45,29.31,5C,2020-06-23 19:38:50.468750080,0.0
-54.0,65.0,-17.0,4.343986,94.42,32.91,15,2020-07-08 13:51:53.624999936,2.0
-25.0,45.0,-15.0,0.445823,82.78,30.89,5C,2020-05-08 22:26:31.000000000,1.0
-64.0,11.0,7.0,0.139631,66.3,28.21,5C,2020-06-24 15:30:29.937499904,2.0
-4.0,-54.0,19.0,0.30104,118.38,30.87,5C,2020-06-24 14:04:50.218749952,2.0
-72.0,-7.0,-7.0,0.475641,89.97,32.25,15,2020-07-21 16:33:07.343749888,2.0
-39.0,-3.0,49.0,4.838639,74.22,32.65,15,2020-07-08 13:14:04.624999936,2.0
-31.0,0.0,56.0,0.289494,68.4,29.05,5C,2020-06-23 18:59:44.000000000,0.0
-22.0,-43.0,127.0,19.381208,80.45,36.55,5C,2020-04-14 22:40:58.156250112,1.0
3.0,64.0,127.0,10.819475,119.9,35.45,5C,2020-04-14 22:49:13.562500096,1.0
-46.0,-5.0,43.0,3.450371,88.12,33.5,15,2020-07-22 21:23:14.843749888,2.0
-47.0,4.0,43.0,0.329203,93.28,28.77,5C,2020-06-23 18:35:50.249999872,0.0
-55.0,4.0,25.0,0.252361,103.62,30.97,5C,2020-06-24 13:58:34.343749888,2.0
-60.0,-18.0,-15.0,0.329203,70.67,28.57,5C,2020-06-23 20:12:27.718749952,0.0
-38.0,15.0,49.0,0.450893,94.88,28.57,5C,2020-06-23 20:49:03.249999872,0.0
4.0,61.0,19.0,0.605055,88.97,31.91,15,2020-07-21 16:38:52.843749888,2.0
-22.0,-43.0,127.0,20.421293,76.8,36.57,5C,2020-04-14 22:36:51.562500096,1.0
-22.0,-43.0,127.0,20.03581,87.68,36.53,5C,2020-04-14 22:33:04.468750080,1.0
-52.0,36.0,-14.0,0.375362,85.5,30.65,5C,2020-05-08 22:22:30.249999872,1.0
-37.0,-25.0,45.0,3.234423,73.3,32.29,15,2020-07-08 13:09:19.218749952,2.0
-60.0,22.0,-1.0,0.183197,89.83,30.37,5C,2020-05-08 22:15:10.312499968,1.0
-55.0,16.0,24.0,1.479091,71.6,32.49,15,2020-07-31 20:08:08.843749888,2.0
-35.0,-14.0,127.0,5.763053,110.25,36.23,5C,2020-04-14 22:57:12.875000064,1.0
-43.0,33.0,35.0,0.187041,78.58,31.11,5C,2020-05-08 22:30:21.843749888,1.0
13.0,61.0,12.0,0.260032,100.6,28.49,5C,2020-06-23 20:44:01.156250112,0.0
-28.0,3.0,57.0,0.188577,92.88,29.27,5C,2020-06-24 14:27:32.312499968,2.0
-57.0,3.0,24.0,0.213918,73.9,28.59,5C,2020-06-23 20:21:23.156250112,0.0
-57.0,6.0,28.0,0.260032,75.32,28.79,5C,2020-06-23 18:40:29.500000000,0.0
-60.0,19.0,8.0,0.105044,75.72,28.13,5C,2020-06-24 15:34:34.968750080,2.0
-63.0,1.0,14.0,1.916571,88.33,34.23,15,2020-07-21 13:29:35.937499904,0.0
-58.0,10.0,24.0,0.349698,102.83,29.15,5C,2020-06-23 19:07:48.249999872,0.0
-64.0,0.0,7.0,0.312551,94.07,28.73,5C,2020-06-23 18:42:35.343749888,0.0
-11.0,-1.0,69.0,0.35226,91.98,28.85,5C,2020-06-23 20:23:35.093750016,0.0
-65.0,6.0,1.0,0.0451,89.77,28.99,5C,2020-06-23 19:43:29.218749952,0.0
-22.0,-43.0,127.0,20.626991,84.23,36.57,5C,2020-04-14 22:38:21.781250048,1.0
14.0,62.0,7.0,0.261313,107.63,28.47,5C,2020-06-23 20:44:18.281250048,0.0
-27.0,26.0,39.0,0.320236,71.95,28.69,5C,2020-06-23 18:53:33.187500032,0.0
-17.0,5.0,61.0,0.211636,80.72,29.53,5C,2020-06-24 14:39:21.343749888,2.0
-55.0,16.0,23.0,0.331785,100.63,30.99,5C,2020-06-24 14:03:58.281250048,2.0
-27.0,56.0,12.0,0.557782,80.88,32.18,15,2020-07-24 14:04:24.750000128,2.0
-41.0,1.0,49.0,0.146037,86.75,29.71,5C,2020-06-24 14:52:38.000000000,2.0
-50.0,-9.0,37.0,2.573359,74.98,33.15,15,2020-07-22 21:25:39.156250112,2.0
-8.0,12.0,62.0,0.326641,63.55,29.01,5C,2020-06-23 19:00:42.656250112,0.0
-64.0,-30.0,-7.0,2.573249,94.83,33.73,15,2020-07-22 21:21:23.031249920,2.0
-44.0,-5.0,-51.0,0.457702,78.42,32.87,15,2020-07-21 16:20:12.281250048,2.0
-20.0,-5.0,60.0,0.453455,75.37,28.67,5C,2020-06-23 17:52:47.937499904,1.0
-11.0,12.0,62.0,0.342012,67.62,29.03,5C,2020-06-23 19:05:07.093750016,0.0
3.0,-35.0,52.0,0.376598,70.97,28.73,5C,2020-06-23 20:25:51.875000064,0.0
-48.0,5.0,42.0,0.321517,72.07,28.79,5C,2020-06-23 18:35:25.687500032,0.0
-61.0,15.0,22.0,3.728403,90.92,34.16,15,2020-07-22 21:15:38.218749952,2.0
-46.0,-42.0,127.0,10.033552,80.58,35.03,5C,2020-04-14 22:51:06.875000064,1.0
-64.0,5.0,-11.0,0.093515,56.78,28.79,5C,2020-06-24 15:09:15.906249984,2.0
-38.0,6.0,50.0,0.0,76.82,34.15,15,2020-07-08 13:31:09.875000064,2.0
-53.0,38.0,2.0,0.390735,85.83,30.69,5C,2020-05-08 22:22:09.031249920,1.0
-57.0,15.0,-26.0,0.50383,100.65,31.99,15,2020-07-21 16:40:21.218749952,2.0
-20.0,-3.0,60.0,0.430398,63.27,28.79,5C,2020-06-23 17:58:24.687500032,1.0
0.0,4.0,64.0,0.266437,86.95,28.37,5C,2020-06-23 18:36:40.437499904,0.0
-35.0,-26.0,-41.0,3.871699,90.5,35.18,15,2020-07-22 20:51:59.812499968,2.0
-61.0,20.0,8.0,0.203949,77.68,29.29,5C,2020-06-24 14:44:31.249999872,2.0
-58.0,28.0,-7.0,0.161419,97.07,31.03,5C,2020-05-08 22:27:58.687500032,1.0
-41.0,-2.0,46.0,0.31798,85.08,30.89,5C,2020-05-08 22:27:09.031249920,1.0
-29.0,12.0,56.0,0.321517,71.15,29.27,5C,2020-06-23 18:06:41.812499968,1.0
-58.0,-9.0,29.0,2.925704,87.38,33.34,15,2020-07-22 21:24:06.718749952,2.0
-48.0,6.0,42.0,0.316393,71.53,28.79,5C,2020-06-23 18:35:20.343749888,0.0
-1.0,5.0,62.0,0.302303,95.77,28.93,5C,2020-06-23 19:22:50.624999936,0.0
-52.0,37.0,-3.0,0.43045,79.18,30.81,5C,2020-05-08 22:25:47.156250112,1.0
-30.0,-5.0,56.0,0.431679,65.92,28.87,5C,2020-06-23 17:57:59.124999936,1.0
-66.0,0.0,127.0,7.722543,110.15,35.23,5C,2020-04-14 22:53:59.249999872,1.0
-64.0,0.0,127.0,7.726386,110.18,35.21,5C,2020-04-14 22:54:01.093750016,1.0
-35.0,-13.0,127.0,5.733589,108.43,36.15,5C,2020-04-14 22:57:41.937499904,1.0
-65.0,-3.0,24.0,4.151312,89.88,31.69,15,2020-07-08 14:09:16.906249984,2.0
-49.0,-20.0,-37.0,0.258782,77.28,30.73,5C,2020-05-08 22:19:53.718749952,1.0
-17.0,-55.0,25.0,0.335608,75.67,28.41,5C,2020-06-23 20:57:35.218749952,0.0
-23.0,-5.0,60.0,0.394531,73.47,29.35,5C,2020-06-23 19:38:55.906249984,0.0
-63.0,-5.0,-4.0,0.151428,91.78,30.05,5C,2020-06-24 14:15:02.187500032,2.0
-29.0,-57.0,0.0,0.372755,78.73,28.65,5C,2020-06-23 18:46:07.531249920,0.0
-43.0,2.0,47.0,0.615449,72.25,32.21,15,2020-07-24 14:02:56.375000064,2.0
-22.0,-43.0,127.0,20.076698,80.28,36.55,5C,2020-04-14 22:39:57.937499904,1.0
-30.0,12.0,55.0,0.324079,71.3,29.25,5C,2020-06-23 18:06:46.187500032,1.0
-22.0,-43.0,127.0,19.881353,77.97,36.5,5C,2020-04-14 22:40:45.593750016,1.0
50.0,-31.0,127.0,16.319847,103.58,35.83,5C,2020-04-14 22:46:11.687500032,1.0
-9.0,-20.0,60.0,0.307427,85.95,28.77,5C,2020-06-23 18:44:21.687500032,0.0
-64.0,16.0,8.0,4.396526,93.13,32.77,15,2020-07-08 13:15:29.562500096,2.0
-18.0,-2.0,61.0,0.40606,80.93,28.43,5C,2020-06-23 20:35:50.500000000,0.0
-63.0,16.0,19.0,0.106325,75.07,28.13,5C,2020-06-24 15:34:41.906249984,2.0
-25.0,-54.0,21.0,0.08711,84.6,29.21,5C,2020-06-24 14:54:32.937499904,2.0
-30.0,-5.0,55.0,10.350616,82.23,30.63,15,2020-07-28 18:49:48.218749952,2.0
-63.0,13.0,7.0,0.147318,85.97,28.25,5C,2020-06-24 15:31:36.437499904,2.0
-22.0,-43.0,127.0,19.505468,92.0,36.53,5C,2020-04-14 22:43:38.062500096,1.0
-5.0,58.0,25.0,5.368095,78.63,34.15,15,2020-07-08 13:41:19.624999936,2.0
-61.0,22.0,3.0,0.308708,99.27,29.01,5C,2020-06-23 19:27:20.718749952,0.0
-41.0,8.0,48.0,1.894442,92.43,32.49,15,2020-07-31 20:11:54.375000064,2.0
-55.0,37.0,-20.0,0.501267,89.45,32.29,15,2020-07-21 16:30:27.531249920,2.0
-35.0,2.0,53.0,0.299741,77.65,28.61,5C,2020-06-23 18:49:52.781250048,0.0
-57.0,-12.0,31.0,0.236975,94.58,28.47,5C,2020-06-23 20:19:04.968750080,0.0
-17.0,-60.0,-3.0,0.148608,91.7,30.37,5C,2020-05-08 22:14:10.000000000,1.0
-65.0,1.0,2.0,0.195985,98.25,28.81,5C,2020-06-23 18:22:29.218749952,0.0
-62.0,14.0,18.0,1.406055,83.93,32.49,15,2020-07-31 20:12:57.343749888,2.0
-38.0,-3.0,52.0,0.280527,93.13,28.95,5C,2020-06-23 19:56:44.624999936,0.0
-48.0,7.0,41.0,0.526469,130.32,28.79,5C,2020-06-23 20:52:14.312499968,0.0
-61.0,9.0,16.0,2.270873,75.28,33.03,15,2020-07-22 21:26:54.593750016,2.0
-35.0,11.0,52.0,0.435521,84.22,28.45,5C,2020-06-23 20:37:16.781250048,0.0
-61.0,4.0,19.0,0.327922,72.67,29.07,5C,2020-06-23 17:55:40.093750016,1.0
-26.0,6.0,58.0,0.438083,84.93,28.87,5C,2020-06-23 19:30:07.593750016,0.0
-76.0,-6.0,50.0,3.63359,64.15,34.83,15,2020-07-22 21:10:44.312499968,2.0
-47.0,-13.0,46.0,3.493283,76.03,33.79,15,2020-07-08 13:47:05.468750080,2.0
19.0,60.0,9.0,0.335608,70.5,29.25,5C,2020-06-23 18:03:26.624999936,1.0
-20.0,-3.0,60.0,0.403498,64.47,29.05,5C,2020-06-23 19:17:02.281250048,0.0
3.0,-7.0,55.0,0.304865,90.13,28.57,5C,2020-06-23 18:43:44.843749888,0.0
-3.0,-63.0,-3.0,0.156294,92.18,30.39,5C,2020-05-08 22:14:12.624999936,1.0
-59.0,23.0,-20.0,0.501267,82.53,32.16,15,2020-07-21 16:25:01.343749888,2.0
50.0,-30.0,127.0,18.158129,96.1,36.47,5C,2020-04-14 22:44:55.031249920,1.0
-18.0,-65.0,0.0,0.247252,85.93,30.65,5C,2020-05-08 22:18:52.375000064,1.0
-110.0,71.0,-37.0,3.267151,93.33,33.73,15,2020-07-22 21:30:18.156250112,2.0
-9.0,52.0,33.0,0.181916,90.03,30.99,5C,2020-05-08 22:27:35.875000064,1.0
-49.0,6.0,34.0,4.701291,60.53,34.73,15,2020-07-22 20:50:42.312499968,2.0
-65.0,5.0,-3.0,0.021777,96.92,28.37,5C,2020-06-24 15:25:43.968750080,2.0
-64.0,-4.0,4.0,0.371474,57.9,28.57,5C,2020-06-23 20:29:26.781250048,0.0
-47.0,0.0,44.0,0.299741,100.98,28.81,5C,2020-06-23 19:47:51.375000064,0.0
-60.0,-3.0,24.0,0.281808,78.52,29.31,5C,2020-06-23 18:01:41.312499968,1.0
-3.0,64.0,127.0,12.083851,121.5,35.53,5C,2020-04-14 22:48:24.343749888,1.0
21.0,60.0,8.0,0.265156,71.25,28.81,5C,2020-06-23 20:05:50.406249984,0.0
-37.0,-48.0,19.0,0.33819,113.88,30.77,5C,2020-06-24 14:02:40.031249920,2.0
-32.0,-19.0,-50.0,0.237003,80.9,30.71,5C,2020-05-08 22:21:11.249999872,1.0
-58.0,7.0,27.0,0.35226,88.32,29.11,5C,2020-06-23 19:09:28.156250112,0.0
-59.0,-16.0,11.0,0.213944,68.58,30.71,5C,2020-05-08 22:19:36.437499904,1.0
10.0,60.0,16.0,0.288213,104.07,28.51,5C,2020-06-23 20:43:50.781250048,0.0
-65.0,0.0,6.0,0.128369,89.87,30.41,5C,2020-06-24 14:09:06.500000000,2.0
-63.0,0.0,10.0,0.316393,95.8,28.71,5C,2020-06-23 18:41:54.937499904,0.0
-57.0,19.0,25.0,0.334347,96.55,30.89,5C,2020-06-24 14:03:38.593750016,2.0
-38.0,-48.0,19.0,0.344595,115.48,30.79,5C,2020-06-24 14:02:34.875000064,2.0
18.0,60.0,10.0,0.330484,71.73,29.23,5C,2020-06-23 18:03:36.062500096,1.0
-54.0,0.0,-17.0,0.493579,88.6,32.09,15,2020-07-21 16:24:04.750000128,2.0
-6.0,3.0,62.0,0.288213,70.57,28.51,5C,2020-06-23 18:37:32.593750016,0.0
-31.0,-5.0,55.0,0.402217,75.78,29.07,5C,2020-06-23 19:17:51.562500096,0.0
-59.0,3.0,-11.0,3.465112,102.7,34.83,15,2020-07-22 20:35:10.218749952,2.0
50.0,-31.0,127.0,15.040776,103.52,35.57,5C,2020-04-14 22:47:16.718749952,1.0
-80.0,-1.0,9.0,3.912956,90.43,31.69,15,2020-07-08 14:09:13.343749888,2.0
-22.0,-43.0,127.0,19.516996,87.1,36.55,5C,2020-04-14 22:33:38.531249920,1.0
-49.0,2.0,41.0,0.578147,87.03,32.03,15,2020-07-21 16:40:57.593750016,2.0
-22.0,-43.0,127.0,20.522495,81.55,36.49,5C,2020-04-14 22:32:05.343749888,1.0
70.0,13.0,53.0,3.242807,82.08,33.61,15,2020-07-22 21:29:36.437499904,2.0
-6.0,43.0,37.0,2.877016,76.13,33.31,15,2020-07-22 21:24:40.093750016,2.0
-65.0,1.0,7.0,0.266437,77.25,29.09,5C,2020-06-23 18:08:05.375000064,1.0
-16.0,54.0,42.0,3.842474,89.02,33.59,15,2020-07-08 13:48:01.968750080,2.0
-62.0,-3.0,17.0,0.295898,78.3,29.07,5C,2020-06-23 18:01:00.656250112,1.0
-61.0,5.0,20.0,0.340731,71.78,29.09,5C,2020-06-23 17:55:48.031249920,1.0
-22.0,18.0,57.0,0.258751,71.4,29.09,5C,2020-06-23 18:07:27.562500096,1.0
-23.0,31.0,-6.0,3.509308,77.47,34.09,15,2020-07-22 21:18:44.062500096,2.0
