X,Y,Z,EDA,HR,TEMP,id,datetime,label
11.0,60.0,24.0,9.855927,86.52,32.71,15,2020-07-24 13:20:57.218749952,2.0
-14.0,-2.0,62.0,0.426555,74.38,29.05,5C,2020-06-23 19:12:32.031249920,0.0
-48.0,6.0,43.0,0.122978,72.4,29.57,5C,2020-06-24 14:59:59.281250048,2.0
-61.0,6.0,19.0,0.380441,77.35,28.61,5C,2020-06-23 20:41:20.281250048,0.0
-59.0,10.0,15.0,2.093048,77.05,32.23,15,2020-07-31 20:03:38.562500096,2.0
-52.0,-37.0,-13.0,0.144764,77.92,30.57,5C,2020-05-08 22:17:17.468750080,1.0
-75.0,29.0,-8.0,0.324099,98.22,30.79,5C,2020-06-24 14:03:31.875000064,2.0
-60.0,18.0,8.0,0.326641,75.65,29.11,5C,2020-06-23 19:10:09.312499968,0.0
-22.0,-43.0,127.0,20.051079,79.92,36.57,5C,2020-04-14 22:39:52.968750080,1.0
-57.0,22.0,20.0,2.994892,83.33,34.75,15,2020-07-22 21:12:34.031249920,2.0
14.0,61.0,14.0,0.285651,77.18,28.47,5C,2020-06-23 20:35:30.468750080,0.0
-37.0,-44.0,16.0,0.26775,90.35,30.71,5C,2020-05-08 22:20:44.500000000,1.0
-36.0,-35.0,39.0,0.438083,75.77,28.51,5C,2020-06-23 20:53:17.437499904,0.0
-47.0,3.0,45.0,3.0877,71.98,32.49,15,2020-07-08 13:09:31.624999936,2.0
-59.0,24.0,12.0,2.450396,105.63,32.53,15,2020-07-31 20:09:12.249999872,2.0
-63.0,2.0,11.0,0.411183,81.58,29.11,5C,2020-06-23 19:06:59.562500096,0.0
-29.0,5.0,57.0,0.367631,83.02,28.75,5C,2020-06-23 19:41:35.062500096,0.0
-35.0,8.0,53.0,0.165519,108.22,29.65,5C,2020-06-24 14:18:53.687500032,2.0
-60.0,15.0,12.0,3.02115,95.8,33.61,15,2020-07-22 21:31:19.812499968,2.0
-19.0,-57.0,15.0,0.407341,90.6,29.03,5C,2020-06-23 19:24:15.906249984,0.0
-35.0,-53.0,5.0,0.184734,104.88,30.29,5C,2020-06-24 14:10:23.531249920,2.0
-43.0,-12.0,51.0,10.185269,89.37,32.13,15,2020-07-24 13:16:50.781250048,2.0
9.0,48.0,31.0,2.852673,86.08,34.39,15,2020-07-22 20:36:08.812499968,2.0
-39.0,3.0,51.0,0.174486,109.57,29.87,5C,2020-06-24 14:18:40.218749952,2.0
51.0,19.0,127.0,16.612232,93.25,36.55,5C,2020-04-14 22:44:14.312499968,1.0
-5.0,60.0,11.0,0.370193,60.12,28.75,5C,2020-06-23 17:59:07.093750016,1.0
-52.0,47.0,2.0,0.194727,89.43,30.93,5C,2020-05-08 22:27:34.750000128,1.0
-26.0,-57.0,-10.0,0.176792,77.15,30.65,5C,2020-05-08 22:17:10.624999936,1.0
-4.0,61.0,19.0,2.654078,85.5,34.27,15,2020-07-22 20:37:56.624999936,2.0
2.0,61.0,20.0,4.978703,89.93,34.45,15,2020-07-22 20:46:48.000000000,2.0
-24.0,43.0,42.0,3.268389,75.7,33.83,15,2020-07-08 13:47:02.593750016,2.0
-22.0,-43.0,127.0,20.172146,89.27,36.5,5C,2020-04-14 22:42:50.249999872,1.0
-7.0,-58.0,-15.0,0.207538,76.37,30.39,5C,2020-05-08 22:12:37.375000064,1.0
-22.0,-44.0,127.0,20.475096,87.43,36.57,5C,2020-04-14 22:36:17.500000000,1.0
-14.0,-2.0,62.0,0.472669,68.22,29.15,5C,2020-06-23 19:11:02.531249920,0.0
-56.0,22.0,6.0,0.174209,102.08,28.93,5C,2020-06-23 19:48:10.906249984,0.0
-58.0,18.0,-24.0,0.497423,88.82,32.33,15,2020-07-21 16:30:56.781250048,2.0
-35.0,3.0,53.0,0.304865,82.57,28.55,5C,2020-06-23 18:49:11.343749888,0.0
-45.0,-23.0,127.0,10.152687,105.05,35.27,5C,2020-04-14 22:49:46.500000000,1.0
-60.0,23.0,-8.0,5.461362,86.08,30.69,15,2020-07-28 18:50:52.468750080,2.0
13.0,44.0,43.0,0.507674,96.07,32.16,15,2020-07-21 16:27:25.968750080,2.0
-45.0,-22.0,127.0,9.938757,92.7,35.27,5C,2020-04-14 22:50:13.656250112,1.0
-44.0,1.0,46.0,0.0,77.1,34.55,15,2020-07-08 13:35:24.906249984,2.0
-18.0,-1.0,61.0,0.347136,79.8,28.95,5C,2020-06-23 19:02:10.562500096,0.0
-41.0,15.0,46.0,0.422712,71.28,28.55,5C,2020-06-23 20:55:01.500000000,0.0
16.0,60.0,15.0,0.294617,87.52,28.85,5C,2020-06-23 20:02:19.406249984,0.0
-48.0,5.0,42.0,0.128102,71.5,29.49,5C,2020-06-24 15:00:11.281250048,2.0
-54.0,7.0,35.0,0.535435,116.6,28.73,5C,2020-06-23 20:52:35.968750080,0.0
-47.0,0.0,43.0,0.12554,80.03,29.09,5C,2020-06-24 15:03:53.406249984,2.0
-4.0,-40.0,53.0,2.844985,67.72,34.84,15,2020-07-22 21:10:25.531249920,2.0
-24.0,8.0,59.0,2.390174,83.78,32.55,15,2020-07-31 20:11:12.687500032,2.0
-57.0,-23.0,127.0,9.869473,79.48,35.09,5C,2020-04-14 22:50:55.437499904,1.0
-43.0,-1.0,46.0,3.154337,79.02,34.09,15,2020-07-08 13:30:36.062500096,2.0
-39.0,12.0,53.0,0.160395,107.52,29.89,5C,2020-06-24 14:18:17.249999872,2.0
-32.0,3.0,55.0,0.385565,78.17,28.99,5C,2020-06-23 19:12:05.062500096,0.0
-62.0,18.0,-6.0,0.133226,86.43,29.67,5C,2020-06-24 14:52:47.000000000,2.0
-20.0,2.0,61.0,0.279246,127.65,28.45,5C,2020-06-23 20:10:38.062500096,0.0
-18.0,-53.0,28.0,0.33817,78.3,28.37,5C,2020-06-23 20:57:14.624999936,0.0
21.0,59.0,15.0,0.235975,110.08,29.47,5C,2020-06-24 14:36:31.156250112,2.0
-44.0,-47.0,3.0,0.248785,84.8,30.33,5C,2020-06-24 14:09:18.124999936,2.0
-23.0,-43.0,127.0,19.555973,78.73,36.55,5C,2020-04-14 22:40:34.718749952,1.0
-22.0,-43.0,127.0,21.975191,82.52,36.49,5C,2020-04-14 22:31:03.031249920,1.0
-35.0,-7.0,53.0,0.266437,81.53,28.85,5C,2020-06-23 19:59:39.593750016,0.0
-60.0,16.0,21.0,0.168081,94.68,29.81,5C,2020-06-24 14:22:50.593750016,2.0
-57.0,72.0,-23.0,4.091737,84.37,32.99,15,2020-07-08 13:51:32.781250048,2.0
-42.0,-6.0,48.0,0.459915,89.58,30.77,5C,2020-05-08 22:23:47.656250112,1.0
-58.0,4.0,28.0,0.363788,72.45,29.07,5C,2020-06-23 19:06:16.406249984,0.0
-60.0,4.0,-10.0,0.549958,90.58,32.21,15,2020-07-21 16:29:33.124999936,2.0
-22.0,-43.0,127.0,19.347902,91.73,36.53,5C,2020-04-14 22:43:17.593750016,1.0
-24.0,-56.0,3.0,0.2101,74.17,30.59,5C,2020-05-08 22:16:37.500000000,1.0
-20.0,-14.0,59.0,0.304865,90.47,28.59,5C,2020-06-23 18:43:47.624999936,0.0
-37.0,16.0,50.0,0.272841,75.32,28.79,5C,2020-06-23 18:53:49.562500096,0.0
-30.0,-3.0,56.0,10.57835,80.57,30.49,15,2020-07-28 18:49:34.906249984,2.0
-61.0,19.0,-4.0,0.178073,98.75,30.37,5C,2020-05-08 22:14:48.875000064,1.0
-62.0,0.0,18.0,3.710704,100.65,34.23,15,2020-07-21 13:29:08.218749952,0.0
3.0,57.0,29.0,0.25747,86.68,28.53,5C,2020-06-23 20:18:43.468750080,0.0
-8.0,21.0,26.0,0.117861,76.77,30.37,5C,2020-05-08 22:10:47.249999872,1.0
-28.0,9.0,55.0,0.435521,84.63,28.47,5C,2020-06-23 20:37:18.312499968,0.0
-23.0,3.0,59.0,0.347136,94.83,28.47,5C,2020-06-23 20:13:48.875000064,0.0
-54.0,-7.0,34.0,3.028838,86.48,35.21,15,2020-07-22 20:55:48.906249984,2.0
-38.0,-2.0,52.0,0.272858,99.1,31.05,5C,2020-06-24 13:57:47.375000064,2.0
-22.0,-43.0,127.0,19.535477,78.68,36.57,5C,2020-04-14 22:40:35.656250112,1.0
-60.0,25.0,6.0,1.934163,58.7,32.13,15,2020-07-31 20:06:48.031249920,2.0
-56.0,32.0,-13.0,0.342054,82.03,30.67,5C,2020-05-08 22:22:46.312499968,1.0
-22.0,-43.0,127.0,20.26757,81.27,36.53,5C,2020-04-14 22:38:59.718749952,1.0
-21.0,3.0,60.0,0.340731,65.42,28.73,5C,2020-06-23 19:32:21.406249984,0.0
-18.0,5.0,61.0,0.303584,64.15,28.59,5C,2020-06-23 18:29:30.406249984,0.0
-24.0,2.0,59.0,0.280527,69.18,28.87,5C,2020-06-23 19:45:08.875000064,0.0
-15.0,-2.0,62.0,0.427836,74.53,29.03,5C,2020-06-23 19:12:31.624999936,0.0
-14.0,-3.0,62.0,0.36635,69.67,28.95,5C,2020-06-23 19:14:28.249999872,0.0
-63.0,9.0,7.0,0.317674,69.13,28.41,5C,2020-06-23 20:34:03.906249984,0.0
-46.0,0.0,46.0,4.651321,80.48,34.49,15,2020-07-22 20:50:02.906249984,2.0
-64.0,0.0,13.0,1.953736,88.0,34.23,15,2020-07-21 13:29:36.187500032,0.0
-63.0,12.0,6.0,0.12554,59.38,28.69,5C,2020-06-24 15:09:05.312499968,2.0
-14.0,-62.0,4.0,0.247252,90.88,30.39,5C,2020-05-08 22:13:17.687500032,1.0
-44.0,-7.0,43.0,0.299777,84.25,30.65,5C,2020-05-08 22:22:00.062500096,1.0
15.0,60.0,16.0,0.33817,69.53,29.23,5C,2020-06-23 18:02:58.156250112,1.0
9.0,33.0,6.0,6.280468,78.08,31.81,15,2020-07-08 14:13:06.531249920,2.0
14.0,55.0,29.0,3.080088,101.32,34.95,15,2020-07-22 20:34:58.500000000,2.0
-64.0,-4.0,-4.0,0.266437,84.68,29.09,5C,2020-06-23 19:52:24.218749952,0.0
-30.0,1.0,56.0,0.33945,78.82,29.29,5C,2020-06-23 18:01:50.468750080,1.0
21.0,61.0,13.0,0.252346,104.9,28.57,5C,2020-06-23 20:00:09.718749952,0.0
-28.0,-1.0,57.0,0.404779,81.03,28.87,5C,2020-06-23 17:57:01.656250112,1.0
-39.0,-10.0,50.0,0.307464,79.98,30.67,5C,2020-05-08 22:21:50.218749952,1.0
-35.0,2.0,53.0,0.29846,77.67,28.61,5C,2020-06-23 18:49:54.624999936,0.0
-22.0,13.0,62.0,0.169362,107.38,29.83,5C,2020-06-24 14:23:50.531249920,2.0
-37.0,-4.0,52.0,0.294617,82.28,28.97,5C,2020-06-23 19:57:13.281250048,0.0
-39.0,48.0,-42.0,0.047398,103.7,29.91,5C,2020-06-24 14:47:06.031249920,2.0
-20.0,-16.0,59.0,0.307427,90.47,28.59,5C,2020-06-23 18:43:47.000000000,0.0
-24.0,-54.0,20.0,0.080704,85.57,29.13,5C,2020-06-24 14:54:54.249999872,2.0
-23.0,-43.0,127.0,19.654066,86.98,36.57,5C,2020-04-14 22:33:41.718749952,1.0
-32.0,-2.0,56.0,0.315113,85.97,28.97,5C,2020-06-23 18:57:32.843749888,0.0
-42.0,6.0,48.0,0.576866,71.13,32.33,15,2020-07-21 16:34:10.968750080,2.0
-42.0,1.0,48.0,0.137069,81.37,29.73,5C,2020-06-24 14:51:48.156250112,2.0
-56.0,5.0,34.0,0.36635,72.83,29.05,5C,2020-06-23 19:06:18.312499968,0.0
-64.0,3.0,6.0,0.197266,70.23,28.79,5C,2020-06-23 18:25:07.781250048,0.0
-24.0,-54.0,20.0,0.088391,84.57,29.27,5C,2020-06-24 14:54:19.031249920,2.0
51.0,-31.0,127.0,16.277573,103.42,35.83,5C,2020-04-14 22:46:12.437499904,1.0
-37.0,-34.0,50.0,0.302303,118.83,28.57,5C,2020-06-23 20:44:55.312499968,0.0
-23.0,-43.0,127.0,20.035076,87.12,36.53,5C,2020-04-14 22:32:52.500000000,1.0
-20.0,0.0,60.0,0.468826,90.22,28.49,5C,2020-06-23 20:38:18.624999936,0.0
-36.0,3.0,53.0,0.320236,94.45,28.57,5C,2020-06-23 18:48:45.343749888,0.0
-48.0,-25.0,-65.0,4.470852,129.53,33.93,15,2020-07-08 13:45:12.406249984,2.0
-61.0,8.0,2.0,0.285651,76.02,28.97,5C,2020-06-23 19:03:26.624999936,0.0
-46.0,-6.0,43.0,3.080088,91.22,33.39,15,2020-07-22 21:23:49.750000128,2.0
-22.0,-43.0,127.0,19.533649,91.65,36.5,5C,2020-04-14 22:43:29.249999872,1.0
-64.0,5.0,5.0,0.242099,102.0,28.47,5C,2020-06-23 20:19:40.875000064,0.0
-52.0,39.0,6.0,0.375362,86.48,30.69,5C,2020-05-08 22:22:16.124999936,1.0
-44.0,19.0,43.0,0.161409,85.83,28.31,5C,2020-06-24 15:27:04.062500096,2.0
-35.0,8.0,36.0,0.233132,81.32,28.83,5C,2020-06-23 20:01:16.750000128,0.0
-29.0,4.0,57.0,0.168081,110.42,29.35,5C,2020-06-24 14:29:45.375000064,2.0
-28.0,6.0,57.0,0.239818,90.83,29.43,5C,2020-06-24 14:40:16.031249920,2.0
-62.0,4.0,15.0,0.32536,71.62,29.13,5C,2020-06-23 19:19:33.718749952,0.0
-60.0,-3.0,23.0,0.29846,77.6,29.25,5C,2020-06-23 18:01:25.375000064,1.0
-18.0,44.0,46.0,0.135797,81.77,30.73,5C,2020-05-08 22:23:16.281250048,1.0
-44.0,11.0,46.0,0.397141,80.68,30.85,5C,2020-05-08 22:26:12.718749952,1.0
-28.0,11.0,56.0,0.322798,71.48,29.27,5C,2020-06-23 18:06:30.062500096,1.0
-65.0,0.0,127.0,7.791718,110.53,35.18,5C,2020-04-14 22:53:55.156250112,1.0
-61.0,18.0,8.0,0.106325,75.82,28.15,5C,2020-06-24 15:34:31.593750016,2.0
-22.0,3.0,60.0,0.383003,89.8,28.53,5C,2020-06-23 20:23:59.343749888,0.0
21.0,59.0,10.0,0.191139,75.08,29.49,5C,2020-06-24 14:38:52.406249984,2.0
51.0,-30.0,127.0,18.281107,93.77,36.49,5C,2020-04-14 22:44:47.718749952,1.0
-62.0,-11.0,17.0,9.085801,83.1,32.37,15,2020-07-24 13:22:11.687500032,2.0
50.0,-31.0,127.0,16.061081,102.62,35.79,5C,2020-04-14 22:46:23.624999936,1.0
-65.0,20.0,1.0,0.340731,68.92,28.63,5C,2020-06-23 20:50:37.437499904,0.0
-61.0,18.0,21.0,9.809452,126.07,32.45,15,2020-07-24 13:23:59.593750016,2.0
-29.0,3.0,57.0,0.169362,111.15,29.33,5C,2020-06-24 14:28:35.781250048,2.0
-16.0,-4.0,61.0,0.383003,67.6,28.99,5C,2020-06-23 19:13:38.000000000,0.0
-52.0,32.0,20.0,0.128102,80.3,29.09,5C,2020-06-24 15:04:05.500000000,2.0
0.0,58.0,27.0,0.365069,77.07,29.05,5C,2020-06-23 17:54:53.593750016,1.0
-33.0,-28.0,7.0,2.806547,94.15,33.59,15,2020-07-22 21:31:44.593750016,2.0
50.0,-30.0,127.0,17.36038,105.4,36.23,5C,2020-04-14 22:45:27.437499904,1.0
-61.0,14.0,-16.0,0.418869,82.92,28.65,5C,2020-06-23 20:27:44.031249920,0.0
-22.0,-43.0,127.0,19.949247,78.5,36.55,5C,2020-04-14 22:40:16.843749888,1.0
51.0,-31.0,127.0,14.79391,104.22,35.59,5C,2020-04-14 22:47:28.937499904,1.0
-22.0,-44.0,127.0,21.423178,79.92,36.53,5C,2020-04-14 22:31:37.562500096,1.0
-63.0,18.0,4.0,3.164651,92.15,34.18,15,2020-07-22 21:15:23.593750016,2.0
-31.0,-54.0,11.0,0.307427,67.2,28.53,5C,2020-06-23 21:01:26.750000128,0.0
51.0,-30.0,127.0,17.857954,99.63,36.34,5C,2020-04-14 22:45:08.249999872,1.0
-21.0,-66.0,3.0,0.402217,82.12,28.55,5C,2020-06-23 20:48:08.468750080,0.0
-64.0,2.0,6.0,0.202389,68.02,28.77,5C,2020-06-23 18:24:24.249999872,0.0
-60.0,24.0,-9.0,0.160137,95.33,31.03,5C,2020-05-08 22:28:06.875000064,1.0
51.0,-30.0,127.0,17.522326,103.27,36.27,5C,2020-04-14 22:45:22.624999936,1.0
4.0,64.0,127.0,11.325927,127.82,35.49,5C,2020-04-14 22:48:59.750000128,1.0
16.0,59.0,19.0,0.263875,94.0,28.49,5C,2020-06-23 20:19:01.218749952,0.0
50.0,-29.0,127.0,18.512972,88.13,36.55,5C,2020-04-14 22:44:34.343749888,1.0
-40.0,4.0,49.0,0.257486,93.4,31.05,5C,2020-06-24 13:58:18.593750016,2.0
-32.0,-65.0,18.0,0.286949,101.92,30.85,5C,2020-06-24 14:01:28.093750016,2.0
-23.0,-56.0,8.0,0.299741,67.2,28.53,5C,2020-06-23 21:01:26.656250112,0.0
-12.0,42.0,45.0,0.505111,98.03,32.15,15,2020-07-21 16:27:58.750000128,2.0
-11.0,18.0,62.0,0.412464,76.28,28.89,5C,2020-06-23 19:30:33.437499904,0.0
-43.0,1.0,46.0,4.872358,63.55,34.61,15,2020-07-22 20:50:25.312499968,2.0
-65.0,1.0,2.0,0.220323,87.93,28.81,5C,2020-06-23 18:22:49.500000000,0.0
-40.0,-2.0,50.0,4.898603,101.25,34.37,15,2020-07-22 20:49:38.281250048,2.0
-19.0,4.0,60.0,0.214198,81.98,29.51,5C,2020-06-24 14:39:27.656250112,2.0
-26.0,47.0,33.0,2.855235,76.98,33.31,15,2020-07-22 21:24:38.093750016,2.0
-30.0,3.0,56.0,0.28437,89.43,28.59,5C,2020-06-23 18:51:02.781250048,0.0
18.0,61.0,6.0,0.292055,75.1,29.27,5C,2020-06-23 18:05:11.593750016,1.0
-13.0,-62.0,1.0,0.234441,88.27,30.41,5C,2020-05-08 22:13:10.124999936,1.0
-8.0,-49.0,25.0,0.313832,72.3,28.55,5C,2020-06-23 18:47:21.281250048,0.0
-45.0,6.0,46.0,0.594804,90.68,31.83,15,2020-07-21 16:38:23.281250048,2.0
-52.0,8.0,36.0,2.38633,75.38,32.31,15,2020-07-31 20:05:01.531249920,2.0
-45.0,7.0,45.0,0.128102,73.75,29.37,5C,2020-06-24 15:00:47.937499904,2.0
-24.0,5.0,59.0,0.297179,75.4,28.53,5C,2020-06-23 18:30:02.031249920,0.0
-22.0,-43.0,127.0,20.463568,78.8,36.55,5C,2020-04-14 22:39:08.593750016,1.0
2.0,27.0,57.0,0.175511,73.92,30.33,5C,2020-05-08 22:10:22.343749888,1.0
-36.0,1.0,53.0,0.657738,74.1,32.23,15,2020-07-24 14:02:11.312499968,2.0
-22.0,-44.0,127.0,19.598248,78.73,36.5,5C,2020-04-14 22:40:33.312499968,1.0
-21.0,-11.0,59.0,2.071265,97.53,32.49,15,2020-07-31 20:08:39.906249984,2.0
5.0,57.0,27.0,0.35226,62.2,29.09,5C,2020-06-23 19:36:43.687500032,0.0
21.0,60.0,5.0,0.258751,67.05,28.77,5C,2020-06-23 20:06:48.968750080,0.0
-55.0,-24.0,-23.0,0.288247,80.32,30.71,5C,2020-05-08 22:20:00.624999936,1.0
50.0,-30.0,127.0,17.224592,108.08,36.16,5C,2020-04-14 22:45:32.781250048,1.0
-30.0,4.0,56.0,0.164238,110.3,29.33,5C,2020-06-24 14:29:36.343749888,2.0
-23.0,-55.0,21.0,0.066613,84.68,29.05,5C,2020-06-24 14:55:33.812499968,2.0
-27.0,-6.0,-38.0,2.583966,78.7,33.37,15,2020-07-08 13:49:22.468750080,2.0
8.0,54.0,30.0,3.927052,85.77,33.66,15,2020-07-08 13:47:51.000000000,2.0
-22.0,-43.0,127.0,20.788946,75.85,36.55,5C,2020-04-14 22:37:01.468750080,1.0
-27.0,12.0,50.0,0.282109,84.68,30.89,5C,2020-05-08 22:27:12.093750016,1.0
-41.0,12.0,-50.0,0.335628,114.7,30.83,5C,2020-06-24 14:02:19.500000000,2.0
-43.0,-47.0,22.0,0.231879,76.1,30.41,5C,2020-05-08 22:11:51.531249920,1.0
6.0,58.0,25.0,0.397093,61.87,28.89,5C,2020-06-23 17:59:26.437499904,1.0
-35.0,-13.0,127.0,5.773301,109.57,36.16,5C,2020-04-14 22:57:29.937499904,1.0
-61.0,14.0,12.0,0.317674,75.58,29.11,5C,2020-06-23 18:00:38.968750080,1.0
-54.0,17.0,30.0,0.327942,109.13,30.97,5C,2020-06-24 14:04:23.843749888,2.0
-62.0,13.0,-8.0,0.256471,101.63,29.49,5C,2020-06-24 14:36:49.031249920,2.0
17.0,60.0,13.0,0.335608,70.28,29.21,5C,2020-06-23 18:03:24.187500032,1.0
-31.0,-42.0,127.0,9.884953,80.43,35.03,5C,2020-04-14 22:51:05.624999936,1.0
-2.0,4.0,63.0,0.272841,77.98,28.43,5C,2020-06-23 18:37:06.562500096,0.0
-14.0,-62.0,5.0,0.170386,72.17,30.53,5C,2020-05-08 22:16:23.812499968,1.0
-45.0,1.0,45.0,0.13835,79.57,29.75,5C,2020-06-24 14:51:23.312499968,2.0
-20.0,9.0,62.0,0.427836,83.23,28.49,5C,2020-06-23 20:37:12.468750080,0.0
-60.0,4.0,23.0,0.356103,80.52,29.05,5C,2020-06-23 17:56:31.093750016,1.0
-17.0,-1.0,61.0,0.371474,77.68,28.99,5C,2020-06-23 19:02:56.500000000,0.0
-46.0,-42.0,-6.0,0.148865,109.58,30.05,5C,2020-06-24 14:13:48.218749952,2.0
-30.0,5.0,50.0,0.30234,85.45,30.67,5C,2020-05-08 22:22:05.718749952,1.0
-31.0,-2.0,55.0,0.496271,79.05,32.11,15,2020-07-24 14:05:59.593750016,2.0
-23.0,-55.0,21.0,0.064051,83.78,29.01,5C,2020-06-24 14:56:02.124999936,2.0
-22.0,-43.0,127.0,19.768623,85.47,36.55,5C,2020-04-14 22:42:30.218749952,1.0
-18.0,-2.0,61.0,0.413745,71.32,29.15,5C,2020-06-23 19:20:18.624999936,0.0
-64.0,6.0,3.0,0.075843,81.0,28.89,5C,2020-06-23 19:42:44.968750080,0.0
4.0,57.0,29.0,0.252346,87.27,28.51,5C,2020-06-23 20:18:46.812499968,0.0
-64.0,1.0,-10.0,0.07558,82.73,29.33,5C,2020-06-24 14:56:57.593750016,2.0
-59.0,28.0,-16.0,0.357427,86.48,30.69,5C,2020-05-08 22:22:16.937499904,1.0
-45.0,15.0,44.0,0.186015,97.52,29.53,5C,2020-06-24 14:32:17.375000064,2.0
-30.0,6.0,55.0,0.277965,95.92,28.39,5C,2020-06-23 18:36:15.781250048,0.0
-13.0,-61.0,6.0,0.17423,72.3,30.53,5C,2020-05-08 22:16:24.156250112,1.0
-23.0,3.0,59.0,0.375317,63.97,28.81,5C,2020-06-23 19:36:16.562500096,0.0
-56.0,21.0,16.0,3.211356,83.08,33.83,15,2020-07-08 13:30:14.812499968,2.0
-52.0,40.0,10.0,0.426606,79.73,30.81,5C,2020-05-08 22:25:43.937499904,1.0
-66.0,0.0,23.0,0.375317,82.85,29.09,5C,2020-06-23 19:18:18.624999936,0.0
-29.0,-19.0,75.0,1.996685,77.88,35.13,15,2020-07-22 21:00:05.687500032,2.0
19.0,61.0,7.0,0.272841,74.92,28.77,5C,2020-06-23 18:32:12.312499968,0.0
-31.0,-47.0,19.0,0.303584,77.1,28.43,5C,2020-06-23 20:39:48.656250112,0.0
-64.0,-6.0,7.0,0.389407,56.57,28.53,5C,2020-06-23 20:29:37.531249920,0.0
-27.0,-4.0,58.0,0.431679,66.0,28.83,5C,2020-06-23 17:58:06.343749888,1.0
-62.0,17.0,10.0,0.137069,62.93,28.19,5C,2020-06-24 15:30:04.249999872,2.0
-36.0,-31.0,40.0,0.168081,99.52,29.37,5C,2020-06-24 14:30:47.249999872,2.0
-28.0,-4.0,57.0,0.431679,65.97,28.85,5C,2020-06-23 17:58:03.781250048,1.0
18.0,60.0,9.0,0.29846,74.08,29.25,5C,2020-06-23 18:04:56.249999872,1.0
-15.0,10.0,62.0,0.361227,69.98,28.43,5C,2020-06-23 20:33:47.312499968,0.0
-32.0,-1.0,54.0,0.411183,80.63,28.89,5C,2020-06-23 17:57:03.624999936,1.0
-30.0,-57.0,-6.0,0.372755,105.47,29.07,5C,2020-06-23 19:25:05.156250112,0.0
-66.0,0.0,2.0,0.169085,74.83,29.01,5C,2020-06-23 18:07:55.750000128,1.0
-66.0,1.0,-1.0,0.511518,91.6,32.27,15,2020-07-21 16:29:52.343749888,2.0
-35.0,5.0,53.0,0.191139,100.55,29.71,5C,2020-06-24 14:23:17.343749888,2.0
12.0,59.0,26.0,0.370193,60.12,28.75,5C,2020-06-23 17:59:07.062500096,1.0
-61.0,26.0,16.0,2.987204,83.33,34.75,15,2020-07-22 21:12:34.781250048,2.0
-22.0,-43.0,127.0,19.619478,86.5,36.53,5C,2020-04-14 22:34:00.187500032,1.0
-28.0,-4.0,57.0,0.415026,71.42,29.07,5C,2020-06-23 19:17:44.781250048,0.0
-43.0,4.0,51.0,0.135788,85.6,29.77,5C,2020-06-24 14:50:34.906249984,2.0
-35.0,-14.0,127.0,5.775863,110.33,36.25,5C,2020-04-14 22:57:06.781250048,1.0
-64.0,-5.0,1.0,0.384284,56.57,28.53,5C,2020-06-23 20:29:37.968750080,0.0
0.0,-57.0,-25.0,0.381768,82.57,30.73,5C,2020-05-08 22:21:06.781250048,1.0
-62.0,19.0,1.0,0.09992,88.12,29.85,5C,2020-06-24 14:49:58.249999872,2.0
-61.0,-8.0,-28.0,0.487173,90.17,32.07,15,2020-07-21 16:23:57.031249920,2.0
-15.0,-3.0,61.0,0.350979,65.28,29.05,5C,2020-06-23 19:16:21.718749952,0.0
-15.0,2.0,61.0,0.47395,97.13,28.47,5C,2020-06-23 20:38:05.468750080,0.0
18.0,-32.0,-52.0,2.292654,100.13,33.66,15,2020-07-22 21:19:43.500000000,2.0
-73.0,5.0,-64.0,0.519206,75.75,32.81,15,2020-07-21 16:20:43.656250112,2.0
-22.0,-19.0,57.0,0.159114,106.02,29.65,5C,2020-06-24 14:24:05.500000000,2.0
-18.0,54.0,22.0,3.934978,105.4,34.34,15,2020-07-21 13:28:30.343749888,0.0
-57.0,22.0,-20.0,0.156294,83.43,31.07,5C,2020-05-08 22:28:38.249999872,1.0
-58.0,23.0,14.0,0.22163,70.55,30.33,5C,2020-05-08 22:10:01.031249920,1.0
12.0,58.0,25.0,0.29846,67.92,28.81,5C,2020-06-23 19:32:35.062500096,0.0
-51.0,1.0,39.0,0.605055,98.25,31.99,15,2020-07-21 16:40:40.500000000,2.0
-31.0,-5.0,54.0,0.304902,75.47,30.33,5C,2020-05-08 22:11:31.312499968,1.0
-17.0,-65.0,4.0,0.254939,89.72,30.37,5C,2020-05-08 22:13:51.218749952,1.0
16.0,60.0,11.0,0.288213,78.7,28.85,5C,2020-06-23 20:02:43.781250048,0.0
-34.0,40.0,33.0,0.286932,72.4,28.57,5C,2020-06-23 18:47:07.093750016,0.0
-23.0,31.0,48.0,0.294617,105.08,28.69,5C,2020-06-23 20:00:29.656250112,0.0
-28.0,3.0,57.0,0.177048,106.33,29.29,5C,2020-06-24 14:28:21.718749952,2.0
-40.0,2.0,51.0,0.251065,67.15,28.65,5C,2020-06-23 18:31:23.124999936,0.0
-15.0,-6.0,61.0,0.367631,65.7,29.03,5C,2020-06-23 19:16:10.406249984,0.0
6.0,55.0,32.0,0.261313,89.1,28.85,5C,2020-06-23 20:22:52.750000128,0.0
-29.0,4.0,57.0,0.262594,71.85,28.67,5C,2020-06-23 18:53:06.968750080,0.0
-7.0,2.0,63.0,0.299741,95.77,28.93,5C,2020-06-23 19:22:50.062500096,0.0
-30.0,-1.0,56.0,0.345855,76.58,29.19,5C,2020-06-23 18:02:05.750000128,1.0
